개방시설명,개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
다원이음터 GX실(대),다원이음터,다목적실,연중무휴,09:00,21:00,09:00,17:00,Y,,,,,,,,,,경기도 화성시 동탄순환대로 754-14,,다원이음터,,,,37.21054214,127.1048231,2025-06-30,5530000,경기도 화성시
다원이음터 GX실(소),다원이음터,다목적실,연중무휴,09:00,21:00,09:00,17:00,Y,,,,,,,,,,경기도 화성시 동탄순환대로 754-14,,다원이음터,,,,37.21054214,127.1048231,2025-06-30,5530000,경기도 화성시
다원이음터 대강당,다원이음터,강당,연중무휴,09:00,21:00,09:00,17:00,Y,,,,,,,,,,경기도 화성시 동탄순환대로 754-14,,다원이음터,,,,37.21054214,127.1048231,2025-06-30,5530000,경기도 화성시
다원이음터 요리스튜디오,다원이음터,기타,연중무휴,09:00,21:00,09:00,17:00,Y,,,,,,,,,,경기도 화성시 동탄순환대로 754-14,,다원이음터,,,,37.21054214,127.1048231,2025-06-30,5530000,경기도 화성시
다원이음터 소극장2,다원이음터,기타,연중무휴,09:00,21:00,09:00,17:00,Y,,,,,,,,,,경기도 화성시 동탄순환대로 754-14,,다원이음터,,,,37.21054214,127.1048231,2025-06-30,5530000,경기도 화성시
다원이음터 소극장1,다원이음터,기타,연중무휴,09:00,21:00,09:00,17:00,Y,,,,,,,,,,경기도 화성시 동탄순환대로 754-14,,다원이음터,,,,37.21054214,127.1048231,2025-06-30,5530000,경기도 화성시
내포신도시 게이트볼장,내포신도시,기타(게이트볼장),월+법정공휴일,05:00,22:30,05:00,22:30,N,3,,,,10,99,화장실,방문+이메일,,충청남도 홍성군 홍북읍 도청대로 372,충청남도 홍성군 홍북읍 신경리 산 54-14,지방자치단체조합 충남혁신도시관리본부,도시디자인팀,041-630-9796,www.eshare.go.kr,36.63976105,126.6662436,2025-07-01,4600000,충청남도 홍성군
홍주문화회관,홍주문화회관,다목적실,연중무휴,09:00,18:00,09:00,18:00,N,,,,,,,,,,충청남도 홍성군 홍성읍 내포로 164,충청남도 홍성군 홍성읍 옥암리 125-1,충청남도 홍성군,,041-634-0021,,36.59477042,126.6518958,2025-07-01,4600000,충청남도 홍성군
홍성문화원,홍성문화원,다목적실,연중무휴,09:00,18:00,09:00,18:00,N,,,,,,,,,,충청남도 홍성군 홍성읍 충절로951번길 16,충청남도 홍성군 홍성읍 고암리 689-4,충청남도 홍성군,,041-632-3613,,36.59231124,126.674186,2025-07-01,4600000,충청남도 홍성군
홍성도서관,홍성도서관,기타(도서관),월+법정공휴일,08:00,21:00,08:00,21:00,N,,,,,,2596,,,,충청남도 홍성군 홍성읍 충절로 1050,충청남도 홍성군 홍성읍 오관리 375,충청남도홍성교육지원청홍성도서관,,041-632-2860,,36.5996236,126.6671961,2025-07-01,4600000,충청남도 홍성군
구운동 행정복지센터 다목적홀 _권선구,구운동 행정복지센터,회의실,공휴일,09:00,18:00,10:00,17:00,Y,,,,,,,,,,경기도 수원시 권선구 구운로47번길 57-33 (구운동),,경기도 수원시 구운동행정복지센터,,,,37.27711836,126.9714684,2025-07-29,3740000,경기도 수원시
대신동 행정복지센터 체력단련실,대신동행정복지센터,체육관,임시 사용중단,09:00,18:00,00:00,00:00,N,,,,,,,,,,대구광역시 중구 달구벌대로389길 50,,대구광역시 중구청,대신동행정복지센터,,,35.86555059,128.5763382,2025-07-02,3410000,대구광역시 중구
대신동 행정복지센터 대강당,대신동행정복지센터,강당,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,,,,,,대구광역시 중구 달구벌대로389길 50,,대구광역시 중구청,대신동행정복지센터,,,35.86555059,128.5763382,2025-07-02,3410000,대구광역시 중구
대신동 행정복지센터 회의실(2층),대신동행정복지센터,회의실,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,,,,,,대구광역시 중구 달구벌대로389길 50,,대구광역시 중구청,대신동행정복지센터,,,35.86555059,128.5763382,2025-07-02,3410000,대구광역시 중구
남산2동행정복지센터 2층 회의실,남산2동행정복지센터,회의실,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,,,,,,대구광역시 중구 명륜로 27-1,,대구광역시 중구청,남산2동행정복지센터,,,35.86408873,128.5895641,2025-07-02,3410000,대구광역시 중구
남산3동행정복지센터 청사2층 체육관,남산3동행정복지센터,체육관,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,,,,,,대구광역시 중구 남산로4길 70,,대구광역시 중구청,남산3동행정복지센터,,,35.85991044,128.5855578,2025-07-02,3410000,대구광역시 중구
남산3동행정복지센터 청사3층 회의실,남산3동행정복지센터,회의실,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,,,,,,대구광역시 중구 남산로4길 70,,대구광역시 중구청,남산3동행정복지센터,,,35.85991044,128.5855578,2025-07-02,3410000,대구광역시 중구
남산4동행정복지센터 지하,남산4동행정복지센터,기타,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,,,,,,대구광역시 중구 남산로1길 42,,대구광역시 중구청,남산4동행정복지센터,,,35.85822406,128.5805717,2025-07-02,3410000,대구광역시 중구
남산4동행정복지센터 3층 강당,남산4동행정복지센터,강당,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,,,,,,대구광역시 중구 남산로1길 42,,대구광역시 중구청,남산4동행정복지센터,,,35.85822406,128.5805717,2025-07-02,3410000,대구광역시 중구
남산4동행정복지센터 2층 회의실,남산4동행정복지센터,회의실,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,,,,,,대구광역시 중구 남산로1길 42,,대구광역시 중구청,남산4동행정복지센터,,,35.85822406,128.5805717,2025-07-02,3410000,대구광역시 중구
대봉1동행정복지센터 지하1층,대봉1동행정복지센터,기타,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,,,,,,대구광역시 중구 달구벌대로440길 27,,대구광역시 중구청,대봉1동행정복지센터,,,35.86154465,128.6043921,2025-07-02,3410000,대구광역시 중구
대봉2동행정복지센터 3층 회의실,대봉2동행정복지센터,회의실,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,,,,,,대구광역시 중구 대봉로47길 31,,대구광역시 중구청,대봉2동행정복지센터,,,35.85876162,128.5993668,2025-07-02,3410000,대구광역시 중구
성당동행정복지센터 프로그램실,성당동행정복지센터,기타,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,25,,,,,대구광역시 달서구 야외음악당로 38(성당동),,대구광역시 달서구 성당동행정복지센터,,053-667-4011,https://dalseo.daegu.kr/dong/index.do?menu_id=50001114,35.84061122,128.5531478,2025-07-01,3470000,대구광역시 달서구
성당동행정복지센터 소회의실,성당동행정복지센터,회의실,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,25,,,,,대구광역시 달서구 야외음악당로 38(성당동),,대구광역시 달서구 성당동행정복지센터,,053-667-4011,https://dalseo.daegu.kr/dong/index.do?menu_id=50001114,35.84061122,128.5531478,2025-07-01,3470000,대구광역시 달서구
성당동행정복지센터 대회의실,성당동행정복지센터,회의실,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,80,,,,,대구광역시 달서구 야외음악당로 38(성당동),,대구광역시 달서구 성당동행정복지센터,,053-667-4011,https://dalseo.daegu.kr/dong/index.do?menu_id=50001114,35.84061122,128.5531478,2025-07-01,3470000,대구광역시 달서구
두류1·2동행정복지센터 대회의실,두류1.2동행정복지센터,회의실,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,35,,,,,대구광역시 달서구 두류길 141-8,,대구광역시 달서구 두류1.2동행정복지센터,,053-667-4061,https://dalseo.daegu.kr/dong/index.do?menu_id=50001122,35.85776957,128.5673741,2025-07-01,3470000,대구광역시 달서구
두류3동행정복지센터 회의실,두류3동행정복지센터,회의실,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,40,,,,,대구광역시 달서구 야외음악당로39길 24(두류동),,대구광역시 달서구 두류3동행정복지센터,,053-667-4115,https://dalseo.daegu.kr/dong/index.do?menu_id=50001130,35.85370576,128.5554754,2025-07-01,3470000,대구광역시 달서구
본리동행정복지센터 대회의실,본리동행정복지센터,회의실,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,50,,,,,대구광역시 달서구 당산로 37-14(본리동),,대구광역시 달서구 본리동행정복지센터,,053-667-4141,https://dalseo.daegu.kr/dong/index.do?menu_id=50001138,35.8410174,128.5431658,2025-07-01,3470000,대구광역시 달서구
본리동행정복지센터 소회의실,본리동행정복지센터,회의실,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,25,,,,,대구광역시 달서구 당산로 37-14(본리동),,대구광역시 달서구 본리동행정복지센터,,053-667-4141,https://dalseo.daegu.kr/dong/index.do?menu_id=50001138,35.8410174,128.5431658,2025-07-01,3470000,대구광역시 달서구
본리동행정복지센터 주민자치센터실,본리동행정복지센터,회의실,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,25,,,,,대구광역시 달서구 당산로 37-14(본리동),,대구광역시 달서구 본리동행정복지센터,,053-667-4141,https://dalseo.daegu.kr/dong/index.do?menu_id=50001138,35.8410174,128.5431658,2025-07-01,3470000,대구광역시 달서구
감삼동행정복지센터 대회의실,감삼동행정복지센터,회의실,토+일+공휴일,09:00,18:00,00:00,00:00,N,,,,,40,,,,,대구광역시 달서구 감삼북길 119-10(감삼동),,대구광역시 달서구 감삼동행정복지센터,,053-667-4171,https://dalseo.daegu.kr/dong/index.do?menu_id=00001039,35.8510532,128.5421765,2025-07-01,3470000,대구광역시 달서구
만경산 산림욕장,만경산 산림욕장,족구장,연중무휴,09:00,18:00,09:00,18:00,N,,,,,,450,족구장,,,,경상북도 구미시 도개면 동산리 산45-1,경상북도 구미시청,도개면행정복지센터,054-480-7318,,36.33966296,128.3456312,2025-06-20,5080000,경상북도 구미시
통영시청소년수련원 원룸형 숙소1(생활관동),통영시청소년수련원,기타,설 당일+추석 당일,09:00,22:00,09:00,22:00,Y,24,88000,0,0,7,42.97,원룸형숙소+화장실+샤워장+세면장,방문+전화,,경상남도 통영시 발개로 194,경상남도 통영시 도남동 340-5,경상남도 통영시청,한국해양소년단경남남부연맹,055-646-7925,http://www.tyyouth.or.kr,34.82538405,128.4262393,2025-07-14,5330000,경상남도 통영시
통영시청소년수련원 원룸형 숙소2(생활관동),통영시청소년수련원,기타,설 당일+추석 당일,09:00,22:00,09:00,22:00,Y,24,49500,0,0,4,33.05,원룸형숙소+화장실+샤워장+세면장,방문+전화,,경상남도 통영시 발개로 194,경상남도 통영시 도남동 340-5,경상남도 통영시청,한국해양소년단경남남부연맹,055-646-7925,http://www.tyyouth.or.kr,34.82538405,128.4262393,2025-07-14,5330000,경상남도 통영시
통영시청소년수련원 주차장,통영시청소년수련원,기타,연중무휴,09:00,18:00,09:00,18:00,N,,,,,,6944,대형7+소형A16+소형B20,방문+전화,,경상남도 통영시 발개로 194,경상남도 통영시 도남동 340-5,경상남도 통영시청,한국해양소년단경남남부연맹,055-646-7925,http://www.tyyouth.or.kr,34.82538405,128.4262393,2025-07-14,5330000,경상남도 통영시
통영시청소년수련원 강의실1(수련관동 3층),통영시청소년수련원,강의실,설 당일+추석 당일,09:00,22:00,09:00,22:00,Y,24,38500,0.5,19250,50,67,2인책상테이블,방문+전화,,경상남도 통영시 발개로 194,경상남도 통영시 도남동 340-5,경상남도 통영시청,한국해양소년단경남남부연맹,055-646-7925,http://www.tyyouth.or.kr,34.82538405,128.4262393,2025-07-14,5330000,경상남도 통영시
통영시청소년수련원 강의실2(수련관동 3층),통영시청소년수련원,강의실,설 당일+추석 당일,09:00,22:00,09:00,22:00,Y,24,38500,0.5,19250,20,52,사각곡률테이블,방문+전화,,경상남도 통영시 발개로 194,경상남도 통영시 도남동 340-5,경상남도 통영시청,한국해양소년단경남남부연맹,055-646-7925,http://www.tyyouth.or.kr,34.82538405,128.4262393,2025-07-14,5330000,경상남도 통영시
통영시청소년수련원 놀이마당(수련관동 지하1층),통영시청소년수련원,기타,설 당일+추석 당일,09:00,22:00,09:00,22:00,Y,24,99000,0.5,49500,50,150.97,다목적활동,방문+전화,,경상남도 통영시 발개로 194,경상남도 통영시 도남동 340-5,경상남도 통영시청,한국해양소년단경남남부연맹,055-646-7925,http://www.tyyouth.or.kr,34.82538405,128.4262393,2025-07-14,5330000,경상남도 통영시
통영시청소년수련원 농구장(생활관동),통영시청소년수련원,농구장,연중무휴,09:00,18:00,09:00,18:00,N,,,,,,486,마사토마당,방문+전화,,경상남도 통영시 발개로 194,경상남도 통영시 도남동 340-5,경상남도 통영시청,한국해양소년단경남남부연맹,055-646-7925,http://www.tyyouth.or.kr,34.82538405,128.4262393,2025-07-14,5330000,경상남도 통영시
통영시청소년수련원 다목적홀(수련관동 3층),통영시청소년수련원,다목적실,설 당일+추석 당일,09:00,22:00,09:00,22:00,Y,24,132000,0.5,66000,420,360,다목적활동,방문+전화,,경상남도 통영시 발개로 194,경상남도 통영시 도남동 340-5,경상남도 통영시청,한국해양소년단경남남부연맹,055-646-7925,http://www.tyyouth.or.kr,34.82538405,128.4262393,2025-07-14,5330000,경상남도 통영시
통영시청소년수련원 라운지(수련관동 2층),통영시청소년수련원,기타,설 당일+추석 당일,09:00,18:00,09:00,18:00,N,,,,,125.03,125.03,교육지원실+화장실+매점,방문+전화,,경상남도 통영시 발개로 194,경상남도 통영시 도남동 340-5,경상남도 통영시청,한국해양소년단경남남부연맹,055-646-7925,http://www.tyyouth.or.kr,34.82538405,128.4262393,2025-07-14,5330000,경상남도 통영시
통영시청소년수련원 식당(수련관동 1층),통영시청소년수련원,기타,설 당일+추석 당일,07:30,18:00,07:30,18:00,Y,24,7500,0,0,216,511.4,집단급식소운영,방문+전화,,경상남도 통영시 발개로 194,경상남도 통영시 도남동 340-5,경상남도 통영시청,한국해양소년단경남남부연맹,055-646-7925,http://www.tyyouth.or.kr,34.82538405,128.4262393,2025-07-14,5330000,경상남도 통영시
통영시청소년수련원 실내집회장(수련관동 2층),통영시청소년수련원,기타,설 당일+추석 당일,09:00,22:00,09:00,22:00,Y,24,137500,0.5,68750,236,305.64,공연+행사활용,방문+전화,,경상남도 통영시 발개로 194,경상남도 통영시 도남동 340-5,경상남도 통영시청,한국해양소년단경남남부연맹,055-646-7925,http://www.tyyouth.or.kr,34.82538405,128.4262393,2025-07-14,5330000,경상남도 통영시
통영시청소년수련원 아파트형숙소(생활관동),통영시청소년수련원,기타,설 당일+추석 당일,09:00,22:00,09:00,22:00,Y,24,385000,0,0,40,320.66,아파트형숙소+화장실+샤워장+세면장,방문+전화,,경상남도 통영시 발개로 194,경상남도 통영시 도남동 340-5,경상남도 통영시청,한국해양소년단경남남부연맹,055-646-7925,http://www.tyyouth.or.kr,34.82538405,128.4262393,2025-07-14,5330000,경상남도 통영시
부산광역시 수영구청 대강당,부산광역시 수영구청,강당,연중무휴,10:00,21:00,10:00,20:00,Y,1,(평일)100000원+(주말)150000원,1,30000,193,343,피아노+무대시설+조명시설+음향시설+냉·난방시설 등,방문+인터넷,,부산광역시 수영구 남천동로 100,부산광역시 수영구 남천동 148-15,부산광역시 수영구청,재무과,051-610-4152,https://www.suyeong.go.kr/facility/index.suyeong?menuCd=DOM_000000604001000000&link=success&cpath=2Ffacility,35.145403,129.112318,2025-06-17,3380000,부산광역시 수영구
근로자종합복지관 세미나실,근로자종합복지관,회의실,연중무휴,09:00,20:00,09:00,16:00,Y,,,,,,,,,,경기도 화성시 화산중앙로 16-1,,근로자종합복지관,,,,37.20662691,127.0151172,2025-06-30,5530000,경기도 화성시
근로자종합복지관 다목적홀,근로자종합복지관,강당,연중무휴,09:00,20:00,09:00,17:00,Y,,,,,,,,,,경기도 화성시 화산중앙로 16-1,,근로자종합복지관,,,,37.20662691,127.0151172,2025-06-30,5530000,경기도 화성시
